num_projeto	data_apresentacao	autor	localizacao_atual	status	data_ultima_tram	ultima_acao	projeto
REQ 1396/2020 - Requerimento	16 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1395/2020 - Requerimento	16 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1394/2020 - Requerimento	16 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1393/2020 - Requerimento	16 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1392/2020 - Requerimento	16 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1391/2020 - Requerimento	16 De Dezembro De 2020 	Jean Oliveira	NA	NA	NA	NA	REQ
REQ 1390/2020 - Requerimento	16 De Dezembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	REQ
REQ 1389/2020 - Requerimento	1 De Dezembro De 2020 	NA	NA	NA	NA	NA	REQ
REQ 1388/2020 - Requerimento	1 De Dezembro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	REQ
REQ 1387/2020 - Requerimento	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1386/2020 - Requerimento	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1385/2020 - Requerimento	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1384/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1383/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1382/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1381/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1380/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1379/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1378/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1377/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1376/2020 - Requerimento	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1375/2020 - Requerimento	1 De Dezembro De 2020 	Mesa Diretora - Presidente	NA	NA	NA	NA	REQ
REQ 1374/2020 - Requerimento	1 De Dezembro De 2020 	Rosângela Donadon	NA	NA	NA	NA	REQ
REQ 1373/2020 - Requerimento	24 De Novembro De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1372/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1371/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1370/2020 - Requerimento	24 De Novembro De 2020 	Cirone Deiró	NA	NA	NA	NA	REQ
REQ 1369/2020 - Requerimento	24 De Novembro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	REQ
REQ 1368/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1367/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1366/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1365/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1364/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1363/2020 - Requerimento	24 De Novembro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1362/2020 - Requerimento	24 De Novembro De 2020 	NA	NA	NA	NA	NA	REQ
REQ 1361/2020 - Requerimento	24 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1360/2020 - Requerimento	17 De Novembro De 2020 	Alex Redano	NA	NA	NA	NA	REQ
REQ 1359/2020 - Requerimento	24 De Novembro De 2020 	Coletiva - Coletiva	NA	NA	NA	NA	REQ
REQ 1358/2020 - Requerimento	17 De Novembro De 2020 	Coletiva - Coletiva	NA	NA	NA	NA	REQ
REQ 1357/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1356/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1355/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1354/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1353/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1352/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1351/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1350/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1349/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1348/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1347/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1346/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1345/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1344/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1343/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1342/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1341/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1340/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1339/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1338/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1337/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1336/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1335/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1334/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1333/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1332/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1331/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1330/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1329/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1328/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1327/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1326/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1325/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1324/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1323/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1322/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1321/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1320/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1319/2020 - Requerimento	17 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1318/2020 - Requerimento	17 De Novembro De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1317/2020 - Requerimento	17 De Novembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	REQ
REQ 1316/2020 - Requerimento	17 De Novembro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1315/2020 - Requerimento	17 De Novembro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1314/2020 - Requerimento	17 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1313/2020 - Requerimento	17 De Novembro De 2020 	Rosângela Donadon	NA	NA	NA	NA	REQ
REQ 1312/2020 - Requerimento	3 De Novembro De 2020 	Cirone Deiró	NA	NA	NA	NA	REQ
REQ 1311/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1310/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1309/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1308/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1307/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1306/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1305/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1304/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1303/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1302/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1301/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1300/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1299/2020 - Requerimento	3 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1298/2020 - Requerimento	3 De Novembro De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1297/2020 - Requerimento	3 De Novembro De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1296/2020 - Requerimento	3 De Novembro De 2020 	Cássia Muleta	NA	NA	NA	NA	REQ
REQ 1295/2020 - Requerimento	3 De Novembro De 2020 	Cássia Muleta	NA	NA	NA	NA	REQ
REQ 1294/2020 - Requerimento	20 De Outubro De 2020 	Alex Redano	NA	NA	NA	NA	REQ
REQ 1293/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1292/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1291/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1290/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1289/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1288/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1287/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1286/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1285/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1284/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1283/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1282/2020 - Requerimento	20 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1281/2020 - Requerimento	20 De Outubro De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1280/2020 - Requerimento	20 De Outubro De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1279/2020 - Requerimento	20 De Outubro De 2020 	Geraldo Da Rondônia	NA	NA	NA	NA	REQ
REQ 1278/2020 - Requerimento	20 De Outubro De 2020 	Rosângela Donadon	NA	NA	NA	NA	REQ
REQ 1277/2020 - Requerimento	20 De Outubro De 2020 	Rosângela Donadon	NA	NA	NA	NA	REQ
REQ 1276/2020 - Requerimento	20 De Outubro De 2020 	Rosângela Donadon	NA	NA	NA	NA	REQ
REQ 1275/2020 - Requerimento	20 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1274/2020 - Requerimento	20 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1273/2020 - Requerimento	20 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1272/2020 - Requerimento	20 De Outubro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	REQ
REQ 1271/2020 - Requerimento	20 De Outubro De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1270/2020 - Requerimento	20 De Outubro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1269/2020 - Requerimento	20 De Outubro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1268/2020 - Requerimento	20 De Outubro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1267/2020 - Requerimento	20 De Outubro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1266/2020 - Requerimento	20 De Outubro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1265/2020 - Requerimento	20 De Outubro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1264/2020 - Requerimento	6 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1263/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1262/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1261/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1260/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1259/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1258/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1257/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1256/2020 - Requerimento	6 De Outubro De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1255/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1254/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1253/2020 - Requerimento	6 De Outubro De 2020 	Rosângela Donadon	NA	NA	NA	NA	REQ
REQ 1252/2020 - Requerimento	6 De Outubro De 2020 	Ezequiel Neiva	NA	NA	NA	NA	REQ
REQ 1251/2020 - Requerimento	6 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1250/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1249/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1248/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1247/2020 - Requerimento	6 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1246/2020 - Requerimento	6 De Outubro De 2020 	Adailton Fúria	NA	NA	NA	NA	REQ
REQ 1245/2020 - Requerimento	6 De Outubro De 2020 	Laerte Gomes	NA	NA	NA	NA	REQ
REQ 1244/2020 - Requerimento	6 De Outubro De 2020 	Laerte Gomes	NA	NA	NA	NA	REQ
REQ 1243/2020 - Requerimento	6 De Outubro De 2020 	Ismael Crispin	NA	NA	NA	NA	REQ
REQ 1242/2020 - Requerimento	6 De Outubro De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1241/2020 - Requerimento	6 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1240/2020 - Requerimento	6 De Outubro De 2020 	Cpi - Comissão Parlamentar De Inquerito - Cpi - Energia Elétrica/Ro	NA	NA	NA	NA	REQ
REQ 1239/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1238/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1237/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1236/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1235/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1234/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1233/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1232/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1231/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1230/2020 - Requerimento	22 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1229/2020 - Requerimento	22 De Setembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1228/2020 - Requerimento	22 De Setembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1227/2020 - Requerimento	22 De Setembro De 2020 	Alex Redano	NA	NA	NA	NA	REQ
REQ 1226/2020 - Requerimento	22 De Setembro De 2020 	Jhony Paixão	NA	NA	NA	NA	REQ
REQ 1225/2020 - Requerimento	22 De Setembro De 2020 	Cirone Deiró	NA	NA	NA	NA	REQ
REQ 1224/2020 - Requerimento	22 De Setembro De 2020 	Ismael Crispin	NA	NA	NA	NA	REQ
REQ 1223/2020 - Requerimento	22 De Setembro De 2020 	Luizinho Goebel	NA	NA	NA	NA	REQ
REQ 1222/2020 - Requerimento	22 De Setembro De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1221/2020 - Requerimento	22 De Setembro De 2020 	Coletiva - Coletiva	NA	NA	NA	NA	REQ
REQ 1220/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1219/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1218/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1217/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1216/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1215/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1214/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1213/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1212/2020 - Requerimento	8 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1211/2020 - Requerimento	8 De Setembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1210/2020 - Requerimento	8 De Setembro De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1209/2020 - Requerimento	8 De Setembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	REQ
REQ 1208/2020 - Requerimento	8 De Setembro De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1207/2020 - Requerimento	8 De Setembro De 2020 	Outros	NA	NA	NA	NA	REQ
REQ 1206/2020 - Requerimento	1 De Setembro De 2020 	Ezequiel Neiva Luizinho Goebel	NA	NA	NA	NA	REQ
REQ 1205/2020 - Requerimento	1 De Setembro De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1204/2020 - Requerimento	1 De Setembro De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1203/2020 - Requerimento	1 De Setembro De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1202/2020 - Requerimento	1 De Setembro De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1201/2020 - Requerimento	1 De Setembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	REQ
REQ 1200/2020 - Requerimento	1 De Setembro De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1199/2020 - Requerimento	1 De Setembro De 2020 	Ismael Crispin	NA	NA	NA	NA	REQ
REQ 1198/2020 - Requerimento	1 De Setembro De 2020 	Cássia Muleta	NA	NA	NA	NA	REQ
REQ 1197/2020 - Requerimento	1 De Setembro De 2020 	Cássia Muleta	NA	NA	NA	NA	REQ
REQ 1196/2020 - Requerimento	1 De Setembro De 2020 	Cássia Muleta	NA	NA	NA	NA	REQ
REQ 1195/2020 - Requerimento	1 De Setembro De 2020 	Coletiva - Coletiva	NA	NA	NA	NA	REQ
REQ 1194/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1193/2020 - Requerimento	25 De Agosto De 2020 	Marcelo Cruz	NA	NA	NA	NA	REQ
REQ 1192/2020 - Requerimento	25 De Agosto De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1191/2020 - Requerimento	25 De Agosto De 2020 	Jair Montes	NA	NA	NA	NA	REQ
REQ 1190/2020 - Requerimento	25 De Agosto De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1189/2020 - Requerimento	25 De Agosto De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1188/2020 - Requerimento	25 De Agosto De 2020 	Alex Silva	NA	NA	NA	NA	REQ
REQ 1187/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1186/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1185/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1184/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1183/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1182/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1181/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1180/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1179/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1178/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1177/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1176/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1175/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1174/2020 - Requerimento	25 De Agosto De 2020 	Anderson Pereira	NA	NA	NA	NA	REQ
REQ 1173/2020 - Requerimento	25 De Agosto De 2020 	Ismael Crispin	NA	NA	NA	NA	REQ
REQ 1172/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1171/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1170/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1169/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1168/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1167/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1166/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1165/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1164/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1163/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1162/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1161/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1160/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1159/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1158/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1157/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1156/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1155/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1154/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1153/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1152/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1151/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1150/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1149/2020 - Requerimento	25 De Agosto De 2020 	Eyder Brasil	NA	NA	NA	NA	REQ
REQ 1148/2020 - Requerimento	18 De Agosto De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	REQ
REQ 1147/2020 - Requerimento	18 De Agosto De 2020 	Adelino Follador	NA	NA	NA	NA	REQ
REQ 1146/2020 - Requerimento	18 De Agosto De 2020 	Dr Neidson	NA	NA	NA	NA	REQ
REQ 1145/2020 - Requerimento	18 De Agosto De 2020 	Ismael Crispin	NA	NA	NA	NA	REQ
REQ 1144/2020 - Requerimento	18 De Agosto De 2020 	Ismael Crispin	NA	NA	NA	NA	REQ
