num_projeto	data_apresentacao	autor	localizacao_atual	status	data_ultima_tram	ultima_acao	projeto
IND 2394/2021 - Indicação	11 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2354/2021 - Indicação	26 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2353/2021 - Indicação	26 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2352/2021 - Indicação	26 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2351/2021 - Indicação	25 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2350/2021 - Indicação	26 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2349/2021 - Indicação	26 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2348/2021 - Indicação	25 De Janeiro De 2021 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2347/2021 - Indicação	27 De Janeiro De 2021 	Marcelo Cruz	NA	NA	NA	NA	IND
IND 2346/2021 - Indicação	26 De Janeiro De 2021 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2345/2021 - Indicação	27 De Janeiro De 2021 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2344/2021 - Indicação	27 De Janeiro De 2021 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2343/2021 - Indicação	27 De Janeiro De 2021 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2342/2021 - Indicação	18 De Janeiro De 2021 	Jhony Paixão	NA	NA	NA	NA	IND
IND 2341/2021 - Indicação	12 De Janeiro De 2021 	Jair Montes	NA	NA	NA	NA	IND
IND 2340/2021 - Indicação	13 De Janeiro De 2021 	Alex Redano	NA	NA	NA	NA	IND
IND 2339/2021 - Indicação	13 De Janeiro De 2021 	Alex Redano	NA	NA	NA	NA	IND
IND 2338/2021 - Indicação	13 De Janeiro De 2021 	Alex Redano	NA	NA	NA	NA	IND
IND 2337/2021 - Indicação	13 De Janeiro De 2021 	Alex Redano	NA	NA	NA	NA	IND
IND 2333/2021 - Indicação	22 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2332/2021 - Indicação	15 De Dezembro De 2020 	Jhony Paixão	NA	NA	NA	NA	IND
IND 2331/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2330/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2329/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2328/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2327/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2326/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2325/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2324/2021 - Indicação	17 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2323/2021 - Indicação	21 De Dezembro De 2020 	NA	NA	NA	NA	NA	IND
IND 2322/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2321/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2320/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2319/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2318/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2317/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2316/2021 - Indicação	21 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2315/2021 - Indicação	22 De Dezembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2314/2021 - Indicação	22 De Dezembro De 2020 	Marcelo Cruz	NA	NA	NA	NA	IND
PLC 96/2021 - Projeto de Lei Complementar	18 De Janeiro De 2021 	Tribunal De Contas - Presidente	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	11 De Fevereiro De 2021	Lei Complementar Nº 1 083 De 08 02 2021 Publicado No D O E Nº27 De 08 02 2021	PLC
PLC 95/2021 - Projeto de Lei Complementar	18 De Janeiro De 2021 	Mesa Diretora - Presidente	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	25 De Janeiro De 2021	Proposição Convertida Em Lei Complementar Nº 1 082 De 21 De Janeiro De 2021 Publicada No D O E Nº 014 De 01 De Janeiro De 2021	PLC
PLO 931/2021 - Projeto de Lei Ordinária	18 De Janeiro De 2021 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	21 De Janeiro De 2021	Proposição Convertida Em Lei Ordinária Nº 4 952 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021	PLO
PLO 929/2021 - Projeto de Lei Ordinária	18 De Janeiro De 2021 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	21 De Janeiro De 2021	Proposição Convertida Em Lei Ordinária Nº 4 951 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021	PLO
PLO 928/2021 - Projeto de Lei Ordinária	18 De Janeiro De 2021 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	21 De Janeiro De 2021	Proposição Convertida Em Lei Ordinária Nº 4 953 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021	PLO
PLO 927/2021 - Projeto de Lei Ordinária	18 De Janeiro De 2021 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	21 De Janeiro De 2021	Proposição Convertida Em Lei Ordinária Nº 4 954 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021	PLO
IND 2313/2020 - Indicação	16 De Dezembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2312/2020 - Indicação	15 De Dezembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2311/2020 - Indicação	15 De Dezembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2310/2020 - Indicação	16 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2309/2020 - Indicação	16 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2308/2020 - Indicação	15 De Dezembro De 2020 	Marcelo Cruz	NA	NA	NA	NA	IND
IND 2307/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2306/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2305/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2304/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2302/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2301/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2300/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2299/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2298/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2297/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2296/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2295/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2294/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2293/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2292/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2291/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2290/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2289/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2288/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2287/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2286/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2285/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2284/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2283/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2282/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2281/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2280/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2279/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2278/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2277/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2276/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2275/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2274/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2273/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2272/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2271/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2270/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2269/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2268/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2267/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2266/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2265/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2264/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2263/2020 - Indicação	15 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2262/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2261/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2260/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2259/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2258/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2257/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2256/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2255/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2254/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2253/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2252/2020 - Indicação	14 De Dezembro De 2020 	NA	NA	NA	NA	NA	IND
IND 2251/2020 - Indicação	18 De Setembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2250/2020 - Indicação	8 De Dezembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2249/2020 - Indicação	14 De Dezembro De 2020 	Ismael Crispin	NA	NA	NA	NA	IND
IND 2248/2020 - Indicação	14 De Dezembro De 2020 	Ismael Crispin	NA	NA	NA	NA	IND
IND 2247/2020 - Indicação	8 De Dezembro De 2020 	Alex Silva	NA	NA	NA	NA	IND
IND 2246/2020 - Indicação	8 De Dezembro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	IND
IND 2245/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2244/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2243/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2242/2020 - Indicação	17 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2241/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2240/2020 - Indicação	11 De Dezembro De 2020 	NA	NA	NA	NA	NA	IND
IND 2239/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2238/2020 - Indicação	17 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2237/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2236/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2235/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2234/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2233/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2232/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2231/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2230/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2229/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2228/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2227/2020 - Indicação	17 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2226/2020 - Indicação	17 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2225/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2224/2020 - Indicação	14 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2223/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2222/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2221/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2220/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2219/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2218/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2217/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2216/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2215/2020 - Indicação	9 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2214/2020 - Indicação	9 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2213/2020 - Indicação	7 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2212/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2211/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2210/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2209/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2208/2020 - Indicação	9 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2207/2020 - Indicação	11 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2206/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2205/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2204/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2203/2020 - Indicação	7 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2202/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2201/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2200/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2199/2020 - Indicação	2 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2198/2020 - Indicação	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2197/2020 - Indicação	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2196/2020 - Indicação	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2195/2020 - Indicação	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2194/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2193/2020 - Indicação	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2192/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2191/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2190/2020 - Indicação	7 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2189/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2188/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2187/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2186/2020 - Indicação	8 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2185/2020 - Indicação	3 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2184/2020 - Indicação	3 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2183/2020 - Indicação	7 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2182/2020 - Indicação	7 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2181/2020 - Indicação	7 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2180/2020 - Indicação	7 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2179/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2178/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2177/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2176/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2175/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2174/2020 - Indicação	8 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2173/2020 - Indicação	8 De Dezembro De 2020 	Adelino Follador	NA	NA	NA	NA	IND
IND 2172/2020 - Indicação	8 De Dezembro De 2020 	Jhony Paixão	NA	NA	NA	NA	IND
IND 2171/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2170/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2169/2020 - Indicação	3 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2168/2020 - Indicação	3 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2167/2020 - Indicação	3 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2166/2020 - Indicação	10 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2165/2020 - Indicação	2 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2164/2020 - Indicação	3 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2163/2020 - Indicação	2 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2162/2020 - Indicação	1 De Dezembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2161/2020 - Indicação	7 De Dezembro De 2020 	Dr Neidson	NA	NA	NA	NA	IND
IND 2160/2020 - Indicação	2 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2159/2020 - Indicação	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2158/2020 - Indicação	26 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2157/2020 - Indicação	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2156/2020 - Indicação	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2155/2020 - Indicação	1 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2154/2020 - Indicação	2 De Dezembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2153/2020 - Indicação	2 De Dezembro De 2020 	Alex Redano	NA	NA	NA	NA	IND
IND 2152/2020 - Indicação	18 De Novembro De 2020 	Cirone Deiró	NA	NA	NA	NA	IND
IND 2151/2020 - Indicação	1 De Dezembro De 2020 	Dr Neidson	NA	NA	NA	NA	IND
IND 2150/2020 - Indicação	30 De Novembro De 2020 	Marcelo Cruz	NA	NA	NA	NA	IND
IND 2149/2020 - Indicação	23 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2148/2020 - Indicação	23 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2147/2020 - Indicação	23 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2146/2020 - Indicação	20 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2145/2020 - Indicação	23 De Novembro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2144/2020 - Indicação	23 De Novembro De 2020 	Luizinho Goebel	NA	NA	NA	NA	IND
IND 2143/2020 - Indicação	18 De Novembro De 2020 	Luizinho Goebel	NA	NA	NA	NA	IND
IND 2142/2020 - Indicação	18 De Novembro De 2020 	Luizinho Goebel	NA	NA	NA	NA	IND
IND 2141/2020 - Indicação	18 De Novembro De 2020 	Luizinho Goebel	NA	NA	NA	NA	IND
IND 2140/2020 - Indicação	24 De Novembro De 2020 	Adelino Follador	NA	NA	NA	NA	IND
IND 2139/2020 - Indicação	24 De Novembro De 2020 	Ezequiel Neiva	NA	NA	NA	NA	IND
IND 2138/2020 - Indicação	19 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2137/2020 - Indicação	23 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2136/2020 - Indicação	23 De Novembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2135/2020 - Indicação	23 De Novembro De 2020 	Eyder Brasil	NA	NA	NA	NA	IND
IND 2134/2020 - Indicação	18 De Novembro De 2020 	Dr Neidson	NA	NA	NA	NA	IND
IND 2133/2020 - Indicação	22 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2132/2020 - Indicação	12 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2131/2020 - Indicação	10 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2130/2020 - Indicação	23 De Outubro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2129/2020 - Indicação	16 De Novembro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	IND
IND 2128/2020 - Indicação	26 De Outubro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	IND
IND 2127/2020 - Indicação	16 De Novembro De 2020 	Chiquinho Da Emater	NA	NA	NA	NA	IND
IND 2126/2020 - Indicação	4 De Novembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2125/2020 - Indicação	11 De Novembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2124/2020 - Indicação	10 De Novembro De 2020 	Lazinho Da Fetagro	NA	NA	NA	NA	IND
IND 2123/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2122/2020 - Indicação	9 De Novembro De 2020 	Anderson Pereira	NA	NA	NA	NA	IND
IND 2121/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2120/2020 - Indicação	27 De Outubro De 2020 	NA	NA	NA	NA	NA	IND
IND 2119/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2118/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2117/2020 - Indicação	27 De Outubro De 2020 	NA	NA	NA	NA	NA	IND
IND 2116/2020 - Indicação	27 De Outubro De 2020 	NA	NA	NA	NA	NA	IND
IND 2115/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2114/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2113/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2112/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2111/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2110/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2109/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2108/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2107/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2106/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
IND 2105/2020 - Indicação	27 De Outubro De 2020 	Jair Montes	NA	NA	NA	NA	IND
