"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"status";"data_ultima_tram";"ultima_acao";"projeto";"data"
"IND 1289/2020 - Indicação";"26 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-26
"IND 1288/2020 - Indicação";"26 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-26
"IND 1287/2020 - Indicação";"25 De Agosto De 2020 ";"Alex Silva";NA;NA;NA;NA;"IND";2020-08-25
"IND 1286/2020 - Indicação";"25 De Agosto De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-08-25
"IND 1285/2020 - Indicação";"25 De Agosto De 2020 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2020-08-25
"IND 1284/2020 - Indicação";"25 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-25
"IND 1283/2020 - Indicação";"25 De Agosto De 2020 ";"Rosângela Donadon";NA;NA;NA;NA;"IND";2020-08-25
"IND 1282/2020 - Indicação";"24 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-24
"IND 1281/2020 - Indicação";"24 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-24
"IND 1280/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1279/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1278/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1277/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1276/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1275/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1274/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1273/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1272/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1271/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1270/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1269/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1268/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1267/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1266/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1265/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1264/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1263/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1262/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1261/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1260/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1259/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1258/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1257/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1256/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1255/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1254/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1253/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1252/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1251/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1250/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1249/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1248/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1247/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1246/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1245/2020 - Indicação";"25 De Agosto De 2020 ";NA;NA;NA;NA;NA;"IND";2020-08-25
"IND 1244/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1243/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1242/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1241/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1240/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1239/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1238/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1237/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1236/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1235/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1234/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1233/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1232/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1231/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1230/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1229/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1228/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1227/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1226/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1225/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1224/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1223/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1222/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1221/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1220/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1219/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1218/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1217/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1216/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1215/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1214/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1213/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1212/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1211/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1210/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1209/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1208/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1207/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1206/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1205/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1204/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1203/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1202/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1201/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1200/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1199/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1198/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1197/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1196/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1195/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1194/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1193/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1192/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1191/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1190/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1189/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1188/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1187/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1186/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1185/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1184/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1183/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1182/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1181/2020 - Indicação";"24 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-24
"IND 1180/2020 - Indicação";"25 De Agosto De 2020 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2020-08-25
"IND 1179/2020 - Indicação";"21 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-21
"IND 1178/2020 - Indicação";"21 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-21
"IND 1177/2020 - Indicação";"21 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-21
"IND 1176/2020 - Indicação";"21 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-21
"IND 1175/2020 - Indicação";"21 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-21
"IND 1174/2020 - Indicação";"21 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-21
"IND 1173/2020 - Indicação";"24 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-24
"IND 1172/2020 - Indicação";"19 De Agosto De 2020 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2020-08-19
"IND 1171/2020 - Indicação";"19 De Agosto De 2020 ";"Marcelo Cruz";NA;NA;NA;NA;"IND";2020-08-19
"IND 1170/2020 - Indicação";"19 De Agosto De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-08-19
"IND 1169/2020 - Indicação";"11 De Agosto De 2020 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2020-08-11
"IND 1168/2020 - Indicação";"10 De Agosto De 2020 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2020-08-10
"IND 1167/2020 - Indicação";"19 De Agosto De 2020 ";"Marcelo Cruz";NA;NA;NA;NA;"IND";2020-08-19
"IND 1166/2020 - Indicação";"19 De Agosto De 2020 ";"Alex Silva";NA;NA;NA;NA;"IND";2020-08-19
"IND 1165/2020 - Indicação";"18 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-18
"IND 1164/2020 - Indicação";"18 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-18
"IND 1163/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1162/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1161/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1160/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1159/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1158/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1157/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1156/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1155/2020 - Indicação";"17 De Agosto De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-08-17
"IND 1154/2020 - Indicação";"11 De Agosto De 2020 ";"Geraldo Da Rondônia";NA;NA;NA;NA;"IND";2020-08-11
"IND 1153/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1152/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1151/2020 - Indicação";"14 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-14
"IND 1150/2020 - Indicação";"14 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-14
"IND 1149/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1148/2020 - Indicação";"18 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-18
"IND 1147/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1146/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1145/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1144/2020 - Indicação";"17 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-17
"IND 1143/2020 - Indicação";"17 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-17
"IND 1142/2020 - Indicação";"7 De Agosto De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-08-07
"IND 1141/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1140/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1139/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1138/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1137/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1136/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1135/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1134/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1133/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1132/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1131/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1130/2020 - Indicação";"11 De Agosto De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-08-11
"IND 1129/2020 - Indicação";"13 De Agosto De 2020 ";"Adailton Fúria";NA;NA;NA;NA;"IND";2020-08-13
"IND 1128/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1127/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1126/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1125/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1124/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1123/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1122/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1121/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1120/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1119/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1118/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1117/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1116/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1115/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1114/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1113/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1112/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1111/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1110/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1109/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1108/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1107/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1106/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1105/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1104/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1103/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1102/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1101/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1100/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1099/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1098/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1097/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1096/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1095/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1094/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1093/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1092/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1091/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1090/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1089/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1088/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1087/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1086/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1085/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1084/2020 - Indicação";"12 De Agosto De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-08-12
"IND 1083/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1082/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1081/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1080/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1079/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1078/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1077/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
"IND 1076/2020 - Indicação";"12 De Agosto De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-08-12
