"";"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"ementas";"status";"data_ultima_tram";"ultima_acao"
"128";"PLO 773/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Dr Neidson";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre a obrigatoriedade das concessionárias de serviços públicos essenciais, bem como as operadoras de planos de saúde divulgarem em suas faturas mensagens de incentivo à doação de sangue.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"129";"PLO 772/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Lebrão";"Arquivo - Dl - Arq-Dl";"Altera a redação do Inciso II do artigo 37 da lei 3.686,08 de dezembro de 2015, que “Dispõe sobre o Sistema de Licenciamento Ambiental do Estado de Rondônia e dá outras Providências”.";"Proposição Transformada Em Lei Por Promulgação";"26 De Novembro De 2020";"Proposição Transformada Em Lei Por Promulgação Nº 4 887 De 24 De Novembro De 2020 Publicado No D O Ale Nº 206 De 25 De Novembro De 2020"
"130";"PLO 771/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Jhony Paixão";"Cdcami - Comissão De Defesa Da Criança, Adolescente, Mulher E Idoso";"Institui a Campanha Permanente de Conscientização da depressão Infantil e na Adolescência no âmbito Estadual e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"131";"PLO 770/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 544.962,53, em favor da Unidade Orçamentária Agência de Regulação de Serviços Públicos Delegados do Estado de Rondônia - AGERO.";"Proposição Transformada Em Lei";"15 De Setembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 853 De 03 De Setembro De 2020 Publicada No D O E Nº 173 De 04 De Setembro De 2020"
"132";"PLO 769/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 416.570,50, em favor da Unidade Orçamentária Agência de Regulação de Serviços Públicos Delegados do Estado de Rondônia – AGERO.";"Proposição Transformada Em Lei";"15 De Setembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 852 De 03 De Setembro De 2020 Publicada No D O E Nº 173 De 04 De Setembro De 2020"
"133";"PLO 768/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 12.394.950,00, em favor da Unidade Orçamentária Fundo de Investimento e Desenvolvimento Industrial do Estado de Rondônia - FIDER.";"Proposição Transformada Em Lei";"25 De Agosto De 2020";"Proposição Convertida Em Lei Nº 4 839 De 21 De Agosto De 2020 Publicada No D O E Nº 163 De 21 De Agosto De 2020"
"134";"PLO 767/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 9.701.163,58, em favor da Unidade Orçamentária Fundo de Investimento e Desenvolvimento Industrial do Estado de Rondônia - FIDER.";"Proposição Transformada Em Lei";"25 De Agosto De 2020";"Proposição Convertida Em Lei Nº 4 838 De 21 De Agosto De 2020 Publicada No D O E Nº 163 De 21 De Agosto De 2020"
"135";"PLO 766/2020 - Projeto de Lei Ordinária";"11 De Agosto De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Excesso de Arrecadação, até o valor de R$ 167.601.393,28 e Crédito Adicional Suplementar por Anulação, até o valor de 167.601.393,28";"Proposição Transformada Em Lei";"14 De Agosto De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 826, De 12 De Agosto De 2020 Publicada No D O E Nº 156 De 12 08 2020"
"136";"PLO 765/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre obrigatoriedade de instalação de brinquedos adaptados para crianças com deficiências nos locais que especifica, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"137";"PLO 764/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cmads - Comissão De Meio Ambiente E Desenvolvimento Sustentável";"Institui a Política Estadual de Mudanças Climáticas – PEMC, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"138";"PLO 763/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cdcami - Comissão De Defesa Da Criança, Adolescente, Mulher E Idoso";"Institui o programa “Novo Ciclo”, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"139";"PLO 762/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cetl - Comissão De Esporte, Turismo E Lazer";"Concede o título de Capital do Tambaqui à cidade de Ariquemes/RO.";"Parecer Favorável Da Comissão";"8 De Setembro De 2020";"Parecer Favorável Da Comissão"
"140";"PLO 761/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Institui o “Projeto nasce uma criança, planta-se uma árvore” que dispõe sobre medidas para a promoção, preservação do meio ambiente e educação ambiental por meio do plantio de uma muda de árvore, ornamental ou frutífera, a cada registro de nascimento de criança na Rede Pública de Saúde, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"141";"PLO 760/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Autoriza a utilização de vagas de estacionamento reservadas a gestantes por mãe acompanhada de criança de colo de até dois anos de idade.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"142";"PLO 759/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Determina que os nomes das Escolas Cívico-Militares da rede Pública Estadual de ensino devem ser escolhidos em homenagem aos policiais civis, aos policiais militares e aos bombeiros militares estaduais que perderam a vida em serviço.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"143";"PLO 758/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a execução de serviços e obras públicas, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"144";"PLO 757/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cmads - Comissão De Meio Ambiente E Desenvolvimento Sustentável";"Dispõe sobre a obrigatoriedade da inscrição da frase “Descartar em local apropriado – O planeta Terra Agradece”, em rótulos de propaganda dos produtos em garrafas pet, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"145";"PLO 756/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cmads - Comissão De Meio Ambiente E Desenvolvimento Sustentável";"Dispõe acerca da disponibilidade dos apetrechos ou equipamentos, bem como os produtos e instrumentos perecíveis e não perecíveis da fauna, da flora e dos recursos pesqueiros apreendidos pela fiscalização ambiental.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"146";"PLO 755/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre a implantação do Programa de Reeducação Alimentar nas Unidades de Saúde da Rede Pública e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"147";"PLO 754/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cdhc - Comissão De Direitos Humanos E Cidadania";"Dispõe sobre a obrigatoriedade dos clubes, parques aquáticos e afins determinarem medidas para assegurar o acesso às pessoas portadoras de necessidades especiais e usuárias de cadeiras de rodas nas piscinas e dependências e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Da Comissão"
"148";"PLO 753/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre a criação do Programa de Prevenção e Tratamento da Doença H. Pylori, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"17 De Novembro De 2020";"Parecer Favorável Na Ccjr"
"149";"PLO 752/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cdhc - Comissão De Direitos Humanos E Cidadania";"Institui a Política Estadual de Incentivo ao Voluntariado para realização de trabalhos com a população em situação de rua, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"150";"PLO 751/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Cria a Política de Diagnóstico e Tratamento do Distúrbio do Processamento Auditivo Central na rede pública de saúde e educação e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"151";"PLO 750/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Eyder Brasil";"Cmads - Comissão De Meio Ambiente E Desenvolvimento Sustentável";"Estabelece normas voltadas à responsabilidade social e ambiental no Estado de Rondônia.";"Parecer Favorável Da Comissão";"17 De Novembro De 2020";"Parecer Favorável Da Comissão"
"152";"PLO 749/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Chiquinho Da Emater";"Departamento Legislativo - Dl";"Dispõe sobre o Direito à realização de exame para detectar trombofilia, precedente à prescrição de anticoncepcional , no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Da Comissão"
"153";"PLO 748/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Jhony Paixão";"Arquivo - Dl - Arq-Dl";"Assegura aos professores e aos funcionários de instituições de ensino, público e privados, no âmbito do Estado de Rondônia, a realização de teste para diagnóstico laboratorial do Coronavirus – Sars-CoV-2, na forma que menciona.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"154";"PLO 747/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Jhony Paixão";"Cec - Comissão De Educação E Cultura";"Dispõe sobre a responsabilização de alunos ou responsáveis por danos materiais causados nas escolas da rede pública estadual e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"155";"PLO 746/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Jhony Paixão";"Cdcami - Comissão De Defesa Da Criança, Adolescente, Mulher E Idoso";"Dispõe sobre a obrigatoriedade da divulgação dos canais de denúncias de abuso e violência contra crianças e adolescentes (Disque 100) durante as transmissões das videoaulas e das aulas ao vivo via internet, disponibilizadas pela rede ensino pública e privada do Estado.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"156";"PLO 745/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Jhony Paixão";"Arquivo - Dl - Arq-Dl";"Estabelece critérios e condições para destinação de computadores, tablets, celulares e demais dispositivos de informática apreendidos pelos Órgãos Públicos, Autarquias e Fundações do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"157";"PLO 744/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Ismael Crispin";"Departamento Legislativo - Dl";"Dispõe sobre Direitos e Garantia dos Agentes Públicos quando da colaboração com informações sobre a prática de crimes, atos de improbidade ou infrações.";"Aguardando Deliberação Do Poder Executivo";"25 De Novembro De 2020";"Para Deliberação Do Poder Executivo"
"158";"PLO 743/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Ismael Crispin";"Cdhc - Comissão De Direitos Humanos E Cidadania";"Fica instituído, no âmbito do Estado de Rondônia, o certificado de qualidade de acessibilidade municipal, denominado “Selo de Acessibilidade”, a ser outorgado aos Municípios que adotem medidas que garantam a acessibilidade de pessoas com deficiência ou com mobilidade reduzida.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"159";"PLO 742/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Ismael Crispin";"Cec - Comissão De Educação E Cultura";"Institui a Semana Estadual do Livro e de Incentivo à Leitura e à Escrita.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"160";"PLO 741/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Ismael Crispin";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre a inclusão de produtos de origem orgânica ou de base agroecológica na alimentação fornecida aos pacientes dos hospitais no âmbito do Estado de Rondônia e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"161";"PLO 740/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Ismael Crispin";"Arquivo - Dl - Arq-Dl";"Institui o programa de atendimento aos portadores de alergia respiratória crônica no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"162";"PLO 739/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Ismael Crispin";"Cec - Comissão De Educação E Cultura";"Dispõe sobre a prevenção de acidentes e o combate ao fogo nas escolas estaduais, municipais e particulares de ensino no Estado de Rondônia e dá outras providências.";"Parecer Favorável Da Comissão";"8 De Setembro De 2020";"Parecer Da Comissão"
"163";"PLO 738/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 48.197.392,20, em favor da Unidade Orçamentária: Fundo para Infraestrutura de Transportes e Habitação – FITHA.";"Proposição Transformada Em Lei";"14 De Agosto De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 824, De 12 De Agosto De 2020 Publicada No D O E Nº 156 De 12 08 2020"
"164";"PLO 737/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a destinação de contribuições a Serviços Sociais Autônomos, Organizações Sociais, Organizações Sociais de Interesse Público, Organizações da Sociedade Civil e Fundações Privadas.";"Proposição Transformada Em Lei";"4 De Setembro De 2020";"Proposição Convertida Em Lei Nº 4 846 De 02 De Setembro De 2020 Publicada No D O E Nº 171 De 02 De Setembro De 2020"
"165";"PLO 736/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Adelino Follador Alex Redano Geraldo Da Rondônia Jair Montes";"Arquivo - Dl - Arq-Dl";"Denomina de VALDEIR MACHADO DE MIRANDA, (também chamado pelos amigos com o apelido de “DE”) o Aeroporto de Ariquemes RO.";"Proposição Transformada Em Lei";"3 De Setembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 841 De 01 De Setembro De 2020 Publicada No D O E Nº 170 De 01 De Setembro De 2020 Norma Jurídica Vinculada: Lei Ordinária Nº 4 841, De 01 De Setembro De 2020 "
"166";"PLO 735/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Marcelo Cruz";"Arquivo - Dl - Arq-Dl";"Proíbe o consumo e venda de bebidas alcoólicas durante a pandemia no complexo Espaço Alternativo, no Município de Porto Velho.";"Veto Sobre A Proposição Mantido";"1 De Outubro De 2020";"Veto Parcial Mantido Proposição Convertida Em Lei Nº 4 840 De 24 De Agosto De 2020 Publicada No D O E Nº 165 De 25 De Agosto De 2020"
"167";"PLO 734/2020 - Projeto de Lei Ordinária";"28 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 33.356.809,37, em favor da Unidade Orçamentária Assembleia Legislativa do Estado de Rondônia - ALE-RO e Crédito Adicional Suplementar por Anulação, até o valor de R$ 20.000.000,00, em favor das Unidades Orçamentárias: Departamento Estadual de Estradas de Rodagem e Transportes - DER e Secretaria de Estado do Planejamento, Orçamento e Gestão – SEPOG";"Proposição Transformada Em Lei";"3 De Agosto De 2020";"Proposição Convertida Na Lei Ordinária Nº 4 816 De 29 De Julho De 2020 Publicada No D O E Nº 147 De 30 07 2020"
"168";"PLO 733/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Cmads - Comissão De Meio Ambiente E Desenvolvimento Sustentável";"Dispõe sobre a realização de análise para detecção da presença de agrotóxicos nas águas sob o domínio estadual e na água destinada ao consumo humano, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"169";"PLO 732/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Cec - Comissão De Educação E Cultura";"Dispõe sobre a obrigatoriedade de divulgação dos gastos públicos em eventos culturais no âmbito do Estado de Rondônia e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Da Comissão"
"170";"PLO 731/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Departamento Legislativo - Dl";"Autoriza o Poder Executivo a institui o Programa de apoio às pessoas com doenças de Alzheimer e outras demências, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Da Comissão"
"171";"PLO 730/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Cmads - Comissão De Meio Ambiente E Desenvolvimento Sustentável";"Cria as placas de identificação no âmbito da execução de medidas compensatórias ambientais, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Ccjr"
"172";"PLO 729/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a concessão de certidões de registro civil em Braile a pessoa com deficiência visual, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"173";"PLO 728/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a instituir a Semana de Prevenção, Diagnóstico e tratamento do Câncer Infantil, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"174";"PLO 727/2020 - Projeto de Lei Ordinária";"21 De Julho De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre o atendimento prioritário às pessoas com doenças neuromusculares, neurodegenerativas e autoimunes, no âmbito do Estado de Rondônia";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"175";"PLO 726/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Eyder Brasil";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui a Política Estadual de Prevenção aos direitos das pessoas com fibromialgia, no âmbito do Estado de Rondônia.";"Proposição Distribuída Às Comissões";"21 De Julho De 2020";"À Comissão Para Emitir Parecer"
"176";"PLO 725/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Institui o Programa de Assistência Integral às Pessoas com Epilepsia, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"177";"PLO 724/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre a permanência de acompanhantes dos pacientes internados nas Unidades de Saúde, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"178";"PLO 723/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Institui o direito aos pacientes com retinopatia a realização de exame de sequenciamento genético com o objetivo de identificar alterações genéticas que causem doenças degenerativas na retina, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"179";"PLO 722/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Laerte Gomes";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a indenização cabível, no âmbito do Estado de Rondônia, em decorrência de óbitos por ausência de leitos de UTI, no período de calamidade pública decorrente do Coronavírus (COVID-19).";"Proposição Distribuída Às Comissões";"21 De Julho De 2020";"À Comissão Para Emitir Parecer"
"180";"PLO 721/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Anderson Pereira";"Ctop - Comissão De Transportes E Obras Públicas";"Dispõe sobre a concessão de gratuidade no transporte rodoviário intermunicipal às pessoas diagnosticadas com câncer, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"8 De Setembro De 2020";"Parecer Favorável Da Comissão"
"181";"PLO 720/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Jair Montes";"Departamento Legislativo - Dl";"Veda a exploração digital no âmbito do serviço público estadual e dá outras providências.";"Aguardando Deliberação Do Poder Executivo";"19 De Novembro De 2020";"Para Deliberação Do Poder Executivo"
"182";"PLO 719/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Cássia Muleta";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a concessão de assistência financeira emergencial a músicos intérpretes e produtores de eventos musicais que exerçam suas atividades em estabelecimentos comerciais e espaços temporariamente fechados em razão da emergência sanitária decorrente do novo coronavírus (COVID-19).";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"183";"PLO 718/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Cássia Muleta";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a instalação de banheiros químicos removíveis e com lavatórios, assim como disponibilização de álcool em gel em locais de via aberta onde funcionarem as feiras livres no Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"184";"PLO 717/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Jair Montes";"Cicme - Comissão De Indústria E Comércio, Minas E Energia";"Dispõe sobre a obrigatoriedade do suporte em acrílico para mesas e balcões em todos os setores de atividades e serviços essenciais e não essenciais, como medida de enfrentamento à disseminação do novo coronavírus, causador da COVID-19, na forma que indica, e dá outras providências.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"185";"PLO 716/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a inclusão de medidas de conscientização, prevenção e combate à erotização infantil (sexualização precoce) nas escolas públicas do Estado.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"186";"PLO 715/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Acresce código ao Quadro das Fontes/Destinações de Recursos disposto na Lei nº 4.535, de 17 de julho de 2019.";"Proposição Transformada Em Lei";"14 De Agosto De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 829, De 12 De Agosto De 2020 Publicada No D O E Nº 156 De 12 08 2020"
"187";"PLO 714/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Revoga a alínea “c” do inciso II do § 1° do artigo 18 da Lei n° 688, de 27 de dezembro de 1996.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Lei Ordinária Nº 4 865 De 8 De Outubro De 2020 Publicado No D O E Nº 199 De 09 De Outubro De 2020"
"188";"PLO 713/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Anulação, até o valor de R$ 19.000.000,00, para reforço de dotações consignadas no vigente orçamento.";"Proposição Transformada Em Lei";"15 De Setembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 849 De 03 De Setembro De 2020 Publicada No D O E Nº 173 De 04 De Setembro De 2020"
"189";"PLO 712/2020 - Projeto de Lei Ordinária";"14 De Julho De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Excesso de Arrecadação, até o valor de R$ 44.045.905,15, em favor da Unidade Orçamentária: Departamento Estadual de Estradas de Rodagem e Transportes – DER.";"Proposição Transformada Em Lei";"1 De Dezembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 889 De 27 De Novembro De 2020 Publicada No D O E Nº 231 De 30 De Novembro De 2020"
