"";"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"ementas";"status";"data_ultima_tram";"ultima_acao"
"1";"PLO 9411/2020 - Projeto de Lei Ordinária";"4 De Março De 2020 ";"Jair Montes";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a Carteira de Identificação Estudantil do Estado de Rondônia – CIERO e dá outra providencias.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"7 De Abril De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"2";"PLO 899/2020 - Projeto de Lei Ordinária";"24 De Novembro De 2020 ";"Cirone Deiró";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre o prazo de validade do Laudo Médico Pericial que atesta o Transtorno do Espectro Autista - TEA.";"Proposição Distribuída Às Comissões";"1 De Dezembro De 2020";"Ás Comissões Para Emitir Parecer"
"3";"PLO 898/2020 - Projeto de Lei Ordinária";"24 De Novembro De 2020 ";"Dr Neidson";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre os pontos de apoio para trabalhadores de aplicativos de entrega e de transporte individual privado de passageiros nos Municípios do Estado de Rondônia.";"Proposição Distribuída Às Comissões";"1 De Dezembro De 2020";"Ás Comissões Para Emitir Parecer"
"4";"PLO 897/2020 - Projeto de Lei Ordinária";"24 De Novembro De 2020 ";"Eyder Brasil";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a publicação, na internet, da lista de espera dos pacientes que aguardam por consultas, exames e intervenções cirúrgicas nos estabelecimentos da rede pública de saúde do Estado de Rondônia.";"Proposição Distribuída Às Comissões";"1 De Dezembro De 2020";"Ás Comissões Para Emitir Parecer"
"5";"PLO 896/2020 - Projeto de Lei Ordinária";"24 De Novembro De 2020 ";"Alex Silva";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a capacitação escolar de crianças e adolescentes para identificação e prevenção de situações de violência intrafamiliar e abuso sexual e dá outras providências.";"Proposição Distribuída Às Comissões";"1 De Dezembro De 2020";"Ás Comissões Para Emitir Parecer"
"6";"PLO 895/2020 - Projeto de Lei Ordinária";"29 De Setembro De 2020 ";"Poder Judiciário - Justiça";"Departamento Legislativo - Dl";"Dispõe sobre a obrigação das empresas públicas e privadas a manter cadastro no sistema de processo judicial eletrônico do Poder Judiciário do Estado de Rondônia, para efeito de recebimento de citações e intimações, e altera Lei nº 3.896, de 24 de Agosto de 2016 que Dispõe sobre a cobrança de custas dos serviços forenses no âmbito do Poder Judiciário do Estado de Rondônia e dá outras providências.";"Aguardando Deliberação Do Poder Executivo";"25 De Novembro De 2020";"Para Deliberação Do Poder Executivo"
"7";"PLO 894/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Jhony Paixão";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui diretrizes da Campanha jovem Doador para os alunos do ensino médio das escolas públicas e privadas e para os estudantes dos estabelecimentos de ensino superior com objetivo de conscientizar sobre a importância da doação regular de sangue no âmbito do Estado de Rondônia.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"8";"PLO 893/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Jhony Paixão";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a Campanha de Combate aos Golpes Financeiros praticados contra os idosos.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"9";"PLO 892/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Jhony Paixão";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Obrigam os hospitais, clínicas e maternidades a fornecerem Cartilha de Orientação de Primeiros Socorros às Gestantes no âmbito do Estado de Rondônia e dá outras Providencias.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"10";"PLO 891/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Jhony Paixão";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui o Programa de Orientação, Apoio e Atendimento aos pacientes, familiares e Cuidadores dos Portadores da Doença de Alzheimer e outras Doenças Neurodegenerativas no Estado de Rondônia e dá outras providências.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"11";"PLO 890/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Tribunal De Justiça - Presidente";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Autoriza o Poder Judiciário do Estado de Rondônia a realizar contratações de pessoal em regime especial por prazo determinado para atender às necessidades temporárias de excepcional interesse público, nos termos do inciso IX do artigo 37 da Constituição Federal, e dá outras providências.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"12";"PLO 889/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Tribunal De Justiça - Presidente";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Altera dispositivos da Lei n. 918 de 20 de setembro de 2000, a qual institui, no âmbito estadual, o Selo de Fiscalização e a gratuidade do registro de nascimento, assentos de óbitos e das primeiras certidões, bem como das subsequentes relativas a estes atos àqueles reconhecidos pobres e dá outras providências.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"13";"PLO 888/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Tribunal De Justiça - Presidente";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Altera a Lei n. 2.936 de 26 de dezembro de 2012, que dispõe sobre a fixação de emolumentos relativos aos atos praticados pelos serviços notariais e de registro, em face das disposições da Lei Federal nº 10.169, de 29 de dezembro de 2000 alterada pela Lei Federal 13.986/2020 (Lei do Agro).";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"14";"PLO 887/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Anulação, até o valor de R$ 104.323.170,08, em favor da Unidade Orçamentária Secretaria de Estado da Educação - SEDUC.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"15";"PLO 886/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Departamento Legislativo - Dl";"Cria, no âmbito da Polícia Civil do Estado de Rondônia, as Delegacias Especializadas na Repressão a Extorsões, Roubos e Furtos - DERF, nos municípios de Ji-Paraná, Vilhena e Cacoal, bem como a Delegacia Especializada na Repressão de Crimes contra a Vida - DERCV no município de Cacoal e dá outras providências.";"Aguardando Deliberação Do Poder Executivo";"19 De Novembro De 2020";"Para Deliberação Do Poder Executivo"
"16";"PLO 885/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui a Unidade Regional de Saneamento Básico no Estado de Rondônia.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"17";"PLO 884/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 6.060.453,80, em favor da Unidade Orçamentária Secretaria de Estado de Finanças - SEFIN.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"18";"PLO 883/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 24.725,00, em favor da Unidade Orçamentária Fundo de Investimento e Apoio ao Programa de Desenvolvimento da Pecuária Leiteira do Estado - Fundo PROLEITE.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"19";"PLO 882/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 85.927,97, em favor da Unidade Orçamentária Agência de Defesa Sanitária Agrosilvopastoril do Estado de Rondônia - IDARON.";"Proposição Transformada Em Lei";"30 De Novembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 888 De 24 De Novembro De 2020 Publicada No D O E Nº 229 De 25 De Novembro De 2020"
"20";"PLO 881/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Altera e acresce dispositivos à Lei n° 688, de 27 de dezembro de 1996.";"Proposição Transformada Em Lei";"1 De Dezembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 891 De 27 De Novembro De 2020 Publicada No D O E Nº 231 De 30 De Novembro De 2020"
"21";"PLO 880/2020 - Projeto de Lei Ordinária";"17 De Novembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui o programa de recuperação de crédito tributário e concede moratória.";"Proposição Distribuída Às Comissões";"26 De Novembro De 2020";"Ás Comissões Para Emitir Parecer"
"22";"PLO 879/2020 - Projeto de Lei Ordinária";"3 De Novembro De 2020 ";"Chiquinho Da Emater";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a implantação definitiva do sistema de videoconferência para interrogatório e audiências de presos no âmbito do Estado de Rondônia.";"Proposição Distribuída Às Comissões";"18 De Novembro De 2020";"À Comissão Para Emitir Parecer"
"23";"PLO 878/2020 - Projeto de Lei Ordinária";"3 De Novembro De 2020 ";"Alex Silva";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre uso do nome afetivo de crianças e adolescentes, sob guarda provisória concedida em processo de adoção, nos cadastros das instituições de ensino, de saúde e de cultura e lazer, no período que antecede a extinção do poder familiar originário.";"Proposição Distribuída Às Comissões";"18 De Novembro De 2020";"À Comissão Para Emitir Parecer"
"24";"PLO 877/2020 - Projeto de Lei Ordinária";"3 De Novembro De 2020 ";"Alex Silva";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a necessidade da presença de banheiros químicos adaptados a pessoa com deficiência nos locais de realização de show, eventos, provas para concursos, vestibulares, seleção e similares no Estado de Rondônia.";"Proposição Distribuída Às Comissões";"18 De Novembro De 2020";"À Comissão Para Emitir Parecer"
"25";"PLO 876/2020 - Projeto de Lei Ordinária";"3 De Novembro De 2020 ";"Marcelo Cruz";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Inclui no calendário oficial do Estado de Rondônia o dia 20 de agosto como o dia de inauguração do Forte Príncipe da Beira.";"Proposição Distribuída Às Comissões";"18 De Novembro De 2020";"À Comissão Para Emitir Parecer"
"26";"PLO 875/2020 - Projeto de Lei Ordinária";"3 De Novembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Altera e acresce dispositivos à Lei nº 4.590, de 18 de setembro de 2019.";"Proposição Distribuída Às Comissões";"18 De Novembro De 2020";"À Comissão Para Emitir Parecer"
"27";"PLO 874/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Jair Montes";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Altera a Lei Estadual nº 1.860, de 10 de janeiro de 2008, que Veda a prática do Assédio Moral no Serviço Público e dá outras providências.";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"28";"PLO 873/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Chiquinho Da Emater";"Departamento Legislativo - Dl";"Transforma a estrada (Linha 101), que liga o Distrito de União Bandeirantes à BR 364, em Rodovia Estadual - RO.";"Proposição Retirada Pelo Autor";"23 De Novembro De 2020";"Retirado Pelo Autor"
"29";"PLO 872/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Chiquinho Da Emater";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui a reserva de unidades residenciais de programas habitacionais do Estado de Rondônia às mulheres vítimas de violência doméstica e familiar.";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"30";"PLO 871/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Alex Silva";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Assegura ao aluno com deficiência prioridade na matrícula em escola pública estadual mais próxima de sua residência e da outras providências.";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"31";"PLO 870/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Alex Silva";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Torna obrigatório o uso de pisos absorventes de impacto em áreas de lazer e recreação infantil e dá outras providências.";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"32";"PLO 869/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Dr Neidson";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a suspensão temporária do ponto eletrônico de todos os servidores da área da saúde do Estado de Rondônia, enquanto perdurar a pandemia do novo coronavírus (COVID-19).";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"33";"PLO 868/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Cirone Deiró";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Denomina de ""Rodovia do Café - José Emilio Paulista"", a rodovia 486, entre os trechos que interligam os municípios de Cacoal e Espigão D'Oeste no Estado de Rondônia.";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"34";"PLO 867/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Autoriza o Poder Executivo a celebrar Termo Aditivo ao contrato firmado com a União com amparo da Lei Federal n° 9.496, de 11 de setembro de 1997, para estabelecimento das alterações autorizadas pela Lei Complementar Federal n° 173, de 27 de maio de 2020.";"Proposição Distribuída Às Comissões";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"35";"PLO 866/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Altera e acresce dispositivos à Lei nº 4.535, de 17 de julho de 2019.";"Proposição Transformada Em Lei";"27 De Novembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 890 De 27 De Novembro De 2020 Publicada No D O E Nº 231 De 30 De Novembro De 2020"
"36";"PLO 865/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Poder Executivo - Executivo";"Gabinete Da Secretaria Legislativa - Sl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Anulação, até o valor de R$ 45.480.729,00, em favor da Unidade Orçamentária Fundo para Infraestrutura de Transporte e Habitação – FITHA.";"Proposição Autuada E Cumprindo Prazo De Pauta";"21 De Outubro De 2020";"Para Despacho Do Presidente Às Comissões Pertinentes"
"37";"PLO 864/2020 - Projeto de Lei Ordinária";"20 De Outubro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Autoriza a concessão de remissão e anistia dos créditos tributários do ICMS, constituídos ou não, decorrentes dos benefícios fiscais instituídos, por legislação estadual publicada até 8 de agosto de 2017, em desacordo com o disposto na alínea “g” do inciso XII do §2º do artigo 155 da Constituição Federal, nos termos da Lei Complementar Federal nº 160, de 7 de agosto de 2017 e do Convenio ICMS 190/17 de 15 de dezembro de 2017.";"Parecer Favorável Da Comissão De Constituição E Justiça";"3 De Novembro De 2020";"As Comissões Para Emitir Parecer"
"38";"PLO 863/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Jhony Paixão";"Departamento Legislativo - Dl";"Dispõe sobre a obrigatoriedade de fixação de um prazo máximo pelas unidades de Saúde públicas do Estado de Rondônia para cirurgia de revisão da Ostomia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"17 De Novembro De 2020";"Parecer Contrário Na Ccjr"
"39";"PLO 862/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Jhony Paixão";"Departamento Legislativo - Dl";"Institui o Programa Geral de Saúde Mental do Policial Civil, Militar e Penal e Bombeiro Militar do Estado de Rondônia e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"24 De Novembro De 2020";"Parecer Contrário"
"40";"PLO 861/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Cirone Deiró";"Ctop - Comissão De Transportes E Obras Públicas";"Denomina de “Rodovia Evaldo Barbosa Gois”, a rodovia 383, trecho que interliga Br-364 a RO-133, entre os municípios de Cacoal e Espigão D’Oeste no Estado de Rondônia.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Na Ccjr"
"41";"PLO 860/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Chiquinho Da Emater";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre as medidas para enfrentamento da emergência de saúde pública decorrente do novo coronavirus (COVID-19) para autorizar o uso de hidroxicloroquina, cloroquina, azitromicina e ivermectina no tratamento da doença.";"Proposição Distribuída Às Comissões";"13 De Outubro De 2020";"Às Comissões Para Emitir Parecer"
"42";"PLO 859/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Chiquinho Da Emater";"Departamento Legislativo - Dl";"Institui o Selo do Turismo no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"17 De Novembro De 2020";"Parecer Contrário Na Ccjr"
"43";"PLO 858/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Chiquinho Da Emater";"Csp - Comissão De Segurança Pública";"Altera a redação da ementa e do artigo 1º da Lei n° 2.024, de 19 de janeiro de 2009, que “Dispõe sobre a inclusão dos dados sanguíneos na carteira de identidade emitida pelo órgão de identificação do Estado e dá outras providências”.";"Parecer Favorável Da Comissão";"17 De Novembro De 2020";"Parecer Favorável Na Ccjr"
"44";"PLO 857/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Chiquinho Da Emater";"Cec - Comissão De Educação E Cultura";"Institui o Programa Educação Antirracista no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Da Comissão"
"45";"PLO 856/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Jair Montes";"Arquivo - Dl - Arq-Dl";"Institui o Programa de Manutenção de atividade essencial do Transporte Escolar, por meio de autorização de medidas excepcionais no âmbito dos contratos administrativos de prestação de serviço de transporte escolar em face da declaração de calamidade pública e a suspensão das aulas presenciais, durante a pandemia do Coronavírus, no âmbito do estado de Rondônia.";"Proposição Transformada Em Lei Por Promulgação";"26 De Novembro De 2020";"Proposição Transformada Em Lei Por Promulgação Nº 4 885 De 24 De Novembro De 2020 Publicado No D O Ale Nº 206 De 25 De Novembro De 2020"
"46";"PLO 855/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 14.400.000,00, em favor da Unidade Orçamentária Secretaria de Estado da Educação – SEDUC.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Lei Ordinária Nº 4 864 De 8 De Outubro De 2020 Publicado No D O E Nº 199 De 09 De Outubro De 2020"
"47";"PLO 854/2020 - Projeto de Lei Ordinária";"6 De Outubro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Especial e Crédito Adicional Suplementar, ambos por Excesso de Arrecadação, até o valor de R$ 18.390.555,58 e cria Ação, em favor da Unidade Orçamentária Fundo Estadual de Desenvolvimento da Cultura - FEDEC/RO.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 870, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"48";"PLO 853/2020 - Projeto de Lei Ordinária";"29 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 195.621,76, em favor da Unidade Orçamentária Superintendência Estadual de Turismo - SETUR.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 871, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"49";"PLO 852/2020 - Projeto de Lei Ordinária";"29 De Setembro De 2020 ";"Poder Executivo - Executivo";"Plenário - Plen";"Dispõe sobre o dever de fornecer, gratuitamente, ao consumidor que constatar a existência de produto exposto à venda com prazo de validade vencido, produto idêntico ou similar, à sua escolha, por parte do estabelecimento comercial.";"Pedido De Vista Em Plenário";"20 De Outubro De 2020";"Pedido De Vista Pelo Senhor Deputado Laerte Gomes"
"50";"PLO 851/2020 - Projeto de Lei Ordinária";"29 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Dispõe sobre os produtos essenciais de que trata a Lei Federal n° 8.078, de 11 de setembro de 1990.";"Proposição Transformada Em Lei";"3 De Novembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 878 De 27 De Outubro De 2020 Publicada No D O E Nº 211 De 28 De Outubro De 2020"
"51";"PLO 850/2020 - Projeto de Lei Ordinária";"29 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 1.927.336,12, em favor da Unidade Orçamentária Instituto de Pesos e Medidas - IPEM.";"Proposição Transformada Em Lei";"3 De Novembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 880 De 27 De Outubro De 2020 Publicada No D O E Nº 211 De 28 De Outubro De 2020"
"52";"PLO 849/2020 - Projeto de Lei Ordinária";"29 De Setembro De 2020 ";"Tribunal De Justiça - Presidente";"Departamento Legislativo - Dl";"Autoriza o Poder Executivo a doar, conforme Lei nº 4.718, de 26/10/2017, imóvel à Prefeitura de Vilhena/RO e dá outras providências.";"Aguardando Deliberação Do Poder Executivo";"19 De Novembro De 2020";"Para Deliberação Do Poder Executivo"
"53";"PLO 848/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Chiquinho Da Emater";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre a instituição da Semana Estadual de Incentivo à Doação de Medula Óssea e de Sangue do Cordão Umbilical e Placentário, no estado de Rondônia.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Da Comissão"
"54";"PLO 847/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Chiquinho Da Emater";"Cdhc - Comissão De Direitos Humanos E Cidadania";"Dispõe sobre a instalação de placas em Braile nas paradas de ônibus e seu roteiro de viagens nos terminais e rodoviárias do Estado de Rondônia.";"Parecer Favorável Da Comissão";"17 De Novembro De 2020";"Parecer Favorável Na Ccjr"
"55";"PLO 846/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Jhony Paixão";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Institui a Política Estadual de Prevenção e combate ao roubo, furto e receptação e cabos, fios metálicos, geradores, baterias, transformadores e placas metálicas em Rondônia e dá outras providências.";"Proposição Distribuída Às Comissões";"29 De Setembro De 2020";"Às Comissões Para Emitir Parecer"
"56";"PLO 845/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Jhony Paixão";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre a criação da carteira de identificação da pessoa com fibromialgia no âmbito do Estado de Rondônia.";"Proposição Distribuída Às Comissões";"29 De Setembro De 2020";"Às Comissões Para Emitir Parecer"
"57";"PLO 844/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Anulação, até o valor de R$ 20.000.000,00, para reforço de dotações consignadas no vigente orçamento.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 869, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"58";"PLO 843/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Excesso de Arrecadação, até o valor de R$ 48.166.087,90, em favor da Unidade Orçamentária Secretaria de Estado de Segurança, Defesa e Cidadania - SESDEC.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 868, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"59";"PLO 842/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Cfetooa - Comissão De Finanç , Econom Tribut, Orçam E Organ Administ";"Dispõe sobre as alterações dos Anexos I e II da Lei nº 4.647, de 18 de novembro de 2019.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Na Ccjr"
"60";"PLO 841/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Estima a receita e fixa a despesa do Estado de Rondônia para o exercício financeiro de 2021.";"Proposição Distribuída Às Comissões";"29 De Setembro De 2020";"Às Comissões Para Emitir Parecer"
"61";"PLO 840/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Altera e acresce dispositivos da Lei n° 2.747, de 18 de maio de 2012.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Lei Ordinária Nº 4 866 De 8 De Outubro De 2020 Publicado No D O E Nº 199 De 09 De Outubro De 2020"
"62";"PLO 839/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a efetuar aporte de capital à Companhia Rondoniense de Gás S.A - RONGÁS, no valor de R$ 85.000,00, em favor da Unidade Orçamentária Superintendência Estadual de Desenvolvimento Econômico e Infraestrutura - SEDI.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 874, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"63";"PLO 838/2020 - Projeto de Lei Ordinária";"22 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Excesso de Arrecadação, até o valor de R$ 1.400.000,00, em favor da Unidade Orçamentária Fundo de Reconstituição de Bens Lesados - FRBL.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 873, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
